,ktest,p-value,p-value_adj,cluster
ENSGALG00000049260,29.380541302881113,6.542247252602684e-06,3.517337232582088e-05,1
ENSGALG00000014551,23.175046411055668,0.00011682691190705061,0.0005169332385267726,1
BRCC3,1.5259630592607691,0.8220327006210795,1.0,4
PEAK1,131.66010744000658,1.7192646600581778e-27,3.508703387873832e-26,2
PLAG1,0.2154052439702768,0.9946001703827404,1.0,1
RRM1,63.95754124006476,4.266098156445941e-13,4.443852246297856e-12,4
ENSGALG00000054281,1.0663413864964786,0.8995750861291668,1.0,1
URB2,0.21965320447053652,0.9943929651116953,1.0,1
CREBRF,10.380912099302316,0.03447753624185684,0.09157380143919482,1
RDH14,0.9686573971828873,0.9145107251234398,1.0,2
GNA12,0.16504526266389347,0.9967766620305212,1.0,1
SERGEF,21.11126712232702,0.0003009818816455165,0.0012540911735229854,1
ANXA5,1.8376206663730863,0.7655927126878359,1.0,1
USP31,0.09740778120046902,0.9988517808865135,1.0,1
SLC4A7,1.8872117040225929,0.7564938180592505,1.0,4
PTPRE,0.05357124756015198,0.9996476072483703,1.0,4
C5orf51,5.829476996967247,0.21225010352518373,0.4344954183770096,4
VPS26C,3.2661501192578126,0.5143132968559396,0.8426393277569668,1
G2E3,4.752036073447773,0.3136990734609821,0.5847140232264345,2
ZMYND19,0.3197353416122554,0.9885048310931054,1.0,1
TRHDE,1.8822691787785222,0.7574013755453749,1.0,1
TTC30B,2.0791598408341234,0.7212019706983793,1.0,1
ABHD2,22.367249090189357,0.00016935190237308564,0.0007283952790240243,1
CCDC93,1.771534334189399,0.777685993349886,1.0,0
PCMT1L,2.0294977592981223,0.7303332680076688,1.0,0
ENSGALG00000027822,276.80978062759806,1.085920113754577e-58,5.429600568772885e-57,1
ZDHHC6,3.7325720314669715,0.4434062460565362,0.7644935276836832,0
FBF1,30.32851369783724,4.195683028445102e-06,2.3244781321025493e-05,1
TK1,1.544658876332295,0.8187023517380191,1.0,1
MUL1,1.8754138576824162,0.7586599313205207,1.0,1
RNF139,0.2567242821223081,0.9924337766057666,1.0,1
WDFY3,0.21945635535619246,0.9944026465671745,1.0,1
TRAPPC3,4.1909748369240285,0.3807767479618468,0.6751360779465369,1
ENSGALG00000023632,2.8019973282413724,0.5914879881158894,0.930744277129645,1
TASP1,5.513043957497335,0.23858528223107567,0.47669387059155977,1
GNB1,2.165479235454084,0.7053540054882389,1.0,4
VPS41,0.6410534355240102,0.9583942682810817,1.0,1
GOLGA4,14.83100636776405,0.0050648661810181956,0.016338278003284502,4
PIGK,19.73696267762891,0.0005627841709331938,0.002251136683732775,1
LBR,187.40568521862298,1.9130905707061455e-39,6.073303399067129e-38,4
JMY,0.41814141069533883,0.980964847962391,1.0,4
KCTD10,3.4630542666402926,0.4835182152676635,0.8105921462995197,1
TRIM2,0.725046129325146,0.9482046836039759,1.0,1
SYT9,1.1788794901918902,0.8815635801379472,1.0,1
MSH6,11.162389327463828,0.024798344674446544,0.0675704214562576,4
ZFAND3,6.8799079555858675,0.14237227930385973,0.31285435817767876,1
NOTCH1,10.601666523549842,0.03142500475008103,0.08436242885927793,0
RMI1,2.948615270309854,0.5664610130399346,0.9035181673840204,1
GFPT1,1.304784453518077,0.8605632567232977,1.0,2
KCTD7,18.407667855761876,0.001027044105568892,0.003920015670110274,1
CUL4B,11.430753873248317,0.022126551313122026,0.06103876224309524,1
NR2C2,2.026207038902159,0.7309385039784451,1.0,4
ENSGALG00000010963,25.716340960774442,3.6097191432335394e-05,0.00017312801646204024,2
HIVEP1,15.023948651622765,0.004651802921610881,0.01512781437922238,0
PIP5K1C,0.058026315376063675,0.9995871711882387,1.0,1
EPB41,1.0078991646867124,0.9085958621552078,1.0,1
BCL2L10,0.9808220632062348,0.9126899146362654,1.0,4
SERINC5,2.580736694514818,0.6302392988357013,0.9699524151466802,1
HNRNPA2B1,9.97662021303996,0.04082335832985538,0.10617258343265379,4
ZEB2,196.57216809586447,2.0501443094983459e-41,7.193488805257354e-40,0
SOS2,2.7475281255763826,0.6009237914677601,0.9382104472564561,4
RBM12,2.121610047799849,0.7134033365239462,1.0,1
FAM168A,1.027855298115474,0.9055432101631117,1.0,1
SCRN3,3.6354097848389237,0.45758976458193423,0.7855618276084707,4
COMMD6,2.5794425589296814,0.6304690698453421,0.9699524151466802,1
EOGT,8.478806817450138,0.07553223424716311,0.17962481390526305,0
CHMP2B,4.799527138745371,0.3084925211400923,0.576621534841294,1
TSTD2,15.876133879224938,0.0031899577722844445,0.010924512918782344,1
BBIP1,4.303125474307793,0.3665338871859156,0.656870765566157,1
ENSGALG00000049324,11.595468690262107,0.0206271940753815,0.057779255113113444,1
TET2,5.623293688161533,0.229102562207218,0.46050766272807636,0
SMARCC1,0.45318858664649075,0.9778951419071549,1.0,1
GTPBP6,5.815898758984014,0.21332539595653613,0.43535795093170643,4
RFXANK,2.6474523934412293,0.6184405693060122,0.9588225880713368,1
ARFIP1,0.04407283366126534,0.9997607358509617,1.0,0
HNRNPH2,3.974132487249929,0.40951795629795695,0.7184525549086964,1
LARP1B,50.687449205081336,2.594402964133165e-10,2.2658541171468693e-09,1
NOM1,0.1071196722621671,0.9986158727736429,1.0,1
NUDT19,8.46735033039824,0.07588308902082898,0.18024486703284792,1
ARMC7,1.123292238970587,0.8905592438095966,1.0,4
C3H6orf120,6.376406571700041,0.17274626214389865,0.36676488777897803,1
LSM8,0.0702904958476992,0.9993966871720107,1.0,0
TMCO4,1.4859299152291614,0.8291308496789431,1.0,1
ELMOD2,0.11032572980185289,0.9985333410233623,1.0,1
ZBTB25,4.6250655861564525,0.327974406692894,0.6073600123942482,1
PPARA,0.7080351312120107,0.9503343413131183,1.0,2
RIN3,11.871892598445731,0.018329769318939548,0.05222156501122378,1
ST7L,1.32441227301045,0.8572202274195669,1.0,1
SMG1,5.4686326325276795,0.24250048653208003,0.48258803289966173,1
KPNA5,876.7841164337879,1.784844598218632e-188,3.966321329374738e-186,1
RAPGEF2,0.1893561321269856,0.9957911325963366,1.0,1
MAP6,30.36605085573835,4.122451496794802e-06,2.2902508315526676e-05,1
ENSGALG00000049622,8.620406992033178,0.07132036713184987,0.17041903735209052,1
YWHAB,25.169206085958653,4.6518242021085346e-05,0.0002153622315790988,0
TTC7A,0.23729328711574899,0.9934942120099579,1.0,1
ENSGALG00000007522,0.43296628980148816,0.9796899674060991,1.0,1
PHACTR2,11.43648684890574,0.022072634420396905,0.06097412823314062,1
C1orf232,0.1660567512706271,0.9967381245091058,1.0,1
TMEM50B,3.2033206627460684,0.5243947696213835,0.8540631427058363,1
